rlz_id,branch_path,weight
144,b164~b1,8.6799997e-04
145,b164~b2,8.6799997e-04
146,b165~b1,8.6799997e-04
147,b165~b2,8.6799997e-04
148,b166~b1,8.6799997e-04
149,b166~b2,8.6799997e-04
150,b167~b1,8.6799997e-04
151,b167~b2,8.6799997e-04
152,b168~b1,8.6799997e-04
153,b168~b2,8.6799997e-04
154,b169~b1,8.6799997e-04
155,b169~b2,8.6799997e-04
156,b17~b1,8.6799997e-04
157,b17~b2,8.6799997e-04
158,b170~b1,8.6799997e-04
159,b170~b2,8.6799997e-04
160,b171~b1,8.6799997e-04
161,b171~b2,8.6799997e-04
162,b172~b1,8.6799997e-04
163,b172~b2,8.6799997e-04
164,b173~b1,8.6799997e-04
165,b173~b2,8.6799997e-04
166,b174~b1,8.6799997e-04
167,b174~b2,8.6799997e-04
168,b175~b1,8.6799997e-04
169,b175~b2,8.6799997e-04
170,b176~b1,8.6799997e-04
171,b176~b2,8.6799997e-04
172,b177~b1,8.6799997e-04
173,b177~b2,8.6799997e-04
174,b178~b1,8.6799997e-04
175,b178~b2,8.6799997e-04
176,b179~b1,8.6799997e-04
177,b179~b2,8.6799997e-04
178,b18~b1,8.6799997e-04
179,b18~b2,8.6799997e-04
180,b180~b1,8.6799997e-04
181,b180~b2,8.6799997e-04
182,b181~b1,8.6799997e-04
183,b181~b2,8.6799997e-04
184,b182~b1,8.6799997e-04
185,b182~b2,8.6799997e-04
186,b183~b1,8.6799997e-04
187,b183~b2,8.6799997e-04
188,b184~b1,8.6799997e-04
189,b184~b2,8.6799997e-04
190,b185~b1,8.6799997e-04
191,b185~b2,8.6799997e-04
192,b186~b1,8.6799997e-04
193,b186~b2,8.6799997e-04
194,b187~b1,8.6799997e-04
195,b187~b2,8.6799997e-04
196,b188~b1,8.6799997e-04
197,b188~b2,8.6799997e-04
198,b189~b1,8.6799997e-04
199,b189~b2,8.6799997e-04
200,b19~b1,8.6799997e-04
201,b19~b2,8.6799997e-04
202,b190~b1,8.6799997e-04
203,b190~b2,8.6799997e-04
204,b191~b1,8.6799997e-04
205,b191~b2,8.6799997e-04
206,b192~b1,8.6799997e-04
207,b192~b2,8.6799997e-04
208,b193~b1,8.6799997e-04
209,b193~b2,8.6799997e-04
210,b194~b1,8.6799997e-04
211,b194~b2,8.6799997e-04
212,b195~b1,8.6799997e-04
213,b195~b2,8.6799997e-04
214,b196~b1,8.6799997e-04
215,b196~b2,8.6799997e-04
216,b197~b1,8.6799997e-04
217,b197~b2,8.6799997e-04
218,b198~b1,8.6799997e-04
219,b198~b2,8.6799997e-04
220,b199~b1,8.6799997e-04
221,b199~b2,8.6799997e-04
222,b2~b1,8.6799997e-04
223,b2~b2,8.6799997e-04
224,b20~b1,8.6799997e-04
225,b20~b2,8.6799997e-04
226,b200~b1,8.6799997e-04
227,b200~b2,8.6799997e-04
228,b201~b1,8.6799997e-04
229,b201~b2,8.6799997e-04
230,b202~b1,8.6799997e-04
231,b202~b2,8.6799997e-04
232,b203~b1,8.6799997e-04
233,b203~b2,8.6799997e-04
234,b204~b1,8.6799997e-04
235,b204~b2,8.6799997e-04
236,b205~b1,8.6799997e-04
237,b205~b2,8.6799997e-04
238,b206~b1,8.6799997e-04
239,b206~b2,8.6799997e-04
240,b207~b1,8.6799997e-04
241,b207~b2,8.6799997e-04
242,b208~b1,8.6799997e-04
243,b208~b2,8.6799997e-04
244,b209~b1,8.6799997e-04
245,b209~b2,8.6799997e-04
246,b21~b1,8.6799997e-04
247,b21~b2,8.6799997e-04
248,b210~b1,8.6799997e-04
249,b210~b2,8.6799997e-04
250,b211~b1,8.6799997e-04
251,b211~b2,8.6799997e-04
252,b212~b1,8.6799997e-04
253,b212~b2,8.6799997e-04
254,b213~b1,8.6799997e-04
255,b213~b2,8.6799997e-04
256,b214~b1,8.6799997e-04
257,b214~b2,8.6799997e-04
258,b215~b1,8.6799997e-04
259,b215~b2,8.6799997e-04
260,b216~b1,8.6799997e-04
261,b216~b2,8.6799997e-04
262,b217~b1,8.6799997e-04
263,b217~b2,8.6799997e-04
264,b218~b1,8.6799997e-04
265,b218~b2,8.6799997e-04
266,b219~b1,8.6799997e-04
267,b219~b2,8.6799997e-04
268,b22~b1,8.6799997e-04
269,b22~b2,8.6799997e-04
270,b220~b1,8.6799997e-04
271,b220~b2,8.6799997e-04
272,b221~b1,8.6799997e-04
273,b221~b2,8.6799997e-04
274,b222~b1,8.6799997e-04
275,b222~b2,8.6799997e-04
276,b223~b1,8.6799997e-04
277,b223~b2,8.6799997e-04
278,b224~b1,8.6799997e-04
279,b224~b2,8.6799997e-04
280,b225~b1,8.6799997e-04
281,b225~b2,8.6799997e-04
282,b226~b1,8.6799997e-04
283,b226~b2,8.6799997e-04
284,b227~b1,8.6799997e-04
285,b227~b2,8.6799997e-04
286,b228~b1,8.6799997e-04
287,b228~b2,8.6799997e-04
288,b229~b1,8.6799997e-04
289,b229~b2,8.6799997e-04
290,b23~b1,8.6799997e-04
291,b23~b2,8.6799997e-04
292,b230~b1,8.6799997e-04
293,b230~b2,8.6799997e-04
294,b231~b1,8.6799997e-04
295,b231~b2,8.6799997e-04
296,b232~b1,8.6799997e-04
297,b232~b2,8.6799997e-04
298,b233~b1,8.6799997e-04
299,b233~b2,8.6799997e-04
300,b234~b1,8.6799997e-04
301,b234~b2,8.6799997e-04
302,b235~b1,8.6799997e-04
303,b235~b2,8.6799997e-04
304,b236~b1,8.6799997e-04
305,b236~b2,8.6799997e-04
306,b237~b1,8.6799997e-04
307,b237~b2,8.6799997e-04
308,b238~b1,8.6799997e-04
309,b238~b2,8.6799997e-04
310,b239~b1,8.6799997e-04
311,b239~b2,8.6799997e-04
312,b24~b1,8.6799997e-04
313,b24~b2,8.6799997e-04
314,b240~b1,8.6799997e-04
315,b240~b2,8.6799997e-04
316,b241~b1,8.6799997e-04
317,b241~b2,8.6799997e-04
318,b242~b1,8.6799997e-04
319,b242~b2,8.6799997e-04
320,b243~b1,8.6799997e-04
321,b243~b2,8.6799997e-04
322,b244~b1,8.6799997e-04
323,b244~b2,8.6799997e-04
324,b245~b1,8.6799997e-04
325,b245~b2,8.6799997e-04
326,b246~b1,8.6799997e-04
327,b246~b2,8.6799997e-04
328,b247~b1,8.6799997e-04
329,b247~b2,8.6799997e-04
330,b248~b1,8.6799997e-04
331,b248~b2,8.6799997e-04
332,b249~b1,8.6799997e-04
333,b249~b2,8.6799997e-04
334,b25~b1,8.6799997e-04
335,b25~b2,8.6799997e-04
336,b250~b1,8.6799997e-04
337,b250~b2,8.6799997e-04
338,b251~b1,8.6799997e-04
339,b251~b2,8.6799997e-04
340,b252~b1,8.6799997e-04
341,b252~b2,8.6799997e-04
342,b253~b1,8.6799997e-04
343,b253~b2,8.6799997e-04
344,b254~b1,8.6799997e-04
345,b254~b2,8.6799997e-04
346,b255~b1,8.6799997e-04
347,b255~b2,8.6799997e-04
348,b256~b1,8.6799997e-04
349,b256~b2,8.6799997e-04
350,b257~b1,8.6799997e-04
351,b257~b2,8.6799997e-04
352,b258~b1,8.6799997e-04
353,b258~b2,8.6799997e-04
354,b259~b1,8.6799997e-04
355,b259~b2,8.6799997e-04
356,b26~b1,8.6799997e-04
357,b26~b2,8.6799997e-04
358,b260~b1,8.6799997e-04
359,b260~b2,8.6799997e-04
360,b261~b1,8.6799997e-04
361,b261~b2,8.6799997e-04
362,b262~b1,8.6799997e-04
363,b262~b2,8.6799997e-04
364,b263~b1,8.6799997e-04
365,b263~b2,8.6799997e-04
366,b264~b1,8.6799997e-04
367,b264~b2,8.6799997e-04
368,b265~b1,8.6799997e-04
369,b265~b2,8.6799997e-04
370,b266~b1,8.6799997e-04
371,b266~b2,8.6799997e-04
372,b267~b1,8.6799997e-04
373,b267~b2,8.6799997e-04
374,b268~b1,8.6799997e-04
375,b268~b2,8.6799997e-04
376,b269~b1,8.6799997e-04
377,b269~b2,8.6799997e-04
378,b27~b1,8.6799997e-04
379,b27~b2,8.6799997e-04
380,b270~b1,8.6799997e-04
381,b270~b2,8.6799997e-04
382,b271~b1,8.6799997e-04
383,b271~b2,8.6799997e-04
384,b272~b1,8.6799997e-04
385,b272~b2,8.6799997e-04
386,b273~b1,8.6799997e-04
387,b273~b2,8.6799997e-04
388,b274~b1,8.6799997e-04
389,b274~b2,8.6799997e-04
390,b275~b1,8.6799997e-04
391,b275~b2,8.6799997e-04
392,b276~b1,8.6799997e-04
393,b276~b2,8.6799997e-04
394,b277~b1,8.6799997e-04
395,b277~b2,8.6799997e-04
396,b278~b1,8.6799997e-04
397,b278~b2,8.6799997e-04
398,b279~b1,8.6799997e-04
399,b279~b2,8.6799997e-04
400,b28~b1,8.6799997e-04
401,b28~b2,8.6799997e-04
402,b280~b1,8.6799997e-04
403,b280~b2,8.6799997e-04
404,b281~b1,8.6799997e-04
405,b281~b2,8.6799997e-04
406,b282~b1,8.6799997e-04
407,b282~b2,8.6799997e-04
408,b283~b1,8.6799997e-04
409,b283~b2,8.6799997e-04
410,b284~b1,8.6799997e-04
411,b284~b2,8.6799997e-04
412,b285~b1,8.6799997e-04
413,b285~b2,8.6799997e-04
414,b286~b1,8.6799997e-04
415,b286~b2,8.6799997e-04
416,b287~b1,8.6799997e-04
417,b287~b2,8.6799997e-04
418,b288~b1,8.6799997e-04
419,b288~b2,8.6799997e-04
420,b289~b1,8.6799997e-04
421,b289~b2,8.6799997e-04
422,b29~b1,8.6799997e-04
423,b29~b2,8.6799997e-04
424,b290~b1,8.6799997e-04
425,b290~b2,8.6799997e-04
426,b291~b1,8.6799997e-04
427,b291~b2,8.6799997e-04
428,b292~b1,8.6799997e-04
429,b292~b2,8.6799997e-04
430,b293~b1,8.6799997e-04
431,b293~b2,8.6799997e-04
432,b294~b1,8.6799997e-04
433,b294~b2,8.6799997e-04
434,b295~b1,8.6799997e-04
435,b295~b2,8.6799997e-04
436,b296~b1,8.6799997e-04
437,b296~b2,8.6799997e-04
438,b297~b1,8.6799997e-04
439,b297~b2,8.6799997e-04
440,b298~b1,8.6799997e-04
441,b298~b2,8.6799997e-04
442,b299~b1,8.6799997e-04
443,b299~b2,8.6799997e-04
444,b3~b1,8.6799997e-04
445,b3~b2,8.6799997e-04
446,b30~b1,8.6799997e-04
447,b30~b2,8.6799997e-04
448,b300~b1,8.6799997e-04
449,b300~b2,8.6799997e-04
450,b301~b1,8.6799997e-04
451,b301~b2,8.6799997e-04
452,b302~b1,8.6799997e-04
453,b302~b2,8.6799997e-04
454,b303~b1,8.6799997e-04
455,b303~b2,8.6799997e-04
456,b304~b1,8.6799997e-04
457,b304~b2,8.6799997e-04
458,b305~b1,8.6799997e-04
459,b305~b2,8.6799997e-04
460,b306~b1,8.6799997e-04
461,b306~b2,8.6799997e-04
462,b307~b1,8.6799997e-04
463,b307~b2,8.6799997e-04
464,b308~b1,8.6799997e-04
465,b308~b2,8.6799997e-04
466,b309~b1,8.6799997e-04
467,b309~b2,8.6799997e-04
468,b31~b1,8.6799997e-04
469,b31~b2,8.6799997e-04
470,b310~b1,8.6799997e-04
471,b310~b2,8.6799997e-04
472,b311~b1,8.6799997e-04
473,b311~b2,8.6799997e-04
474,b312~b1,8.6799997e-04
475,b312~b2,8.6799997e-04
476,b313~b1,8.6799997e-04
477,b313~b2,8.6799997e-04
478,b314~b1,8.6799997e-04
479,b314~b2,8.6799997e-04
480,b315~b1,8.6799997e-04
481,b315~b2,8.6799997e-04
482,b316~b1,8.6799997e-04
483,b316~b2,8.6799997e-04
484,b317~b1,8.6799997e-04
485,b317~b2,8.6799997e-04
486,b318~b1,8.6799997e-04
487,b318~b2,8.6799997e-04
488,b319~b1,8.6799997e-04
489,b319~b2,8.6799997e-04
490,b32~b1,8.6799997e-04
491,b32~b2,8.6799997e-04
492,b320~b1,8.6799997e-04
493,b320~b2,8.6799997e-04
494,b321~b1,8.6799997e-04
495,b321~b2,8.6799997e-04
496,b322~b1,8.6799997e-04
497,b322~b2,8.6799997e-04
498,b323~b1,8.6799997e-04
499,b323~b2,8.6799997e-04
500,b324~b1,8.6799997e-04
501,b324~b2,8.6799997e-04
502,b325~b1,8.6799997e-04
503,b325~b2,8.6799997e-04
504,b326~b1,8.6799997e-04
505,b326~b2,8.6799997e-04
506,b327~b1,8.6799997e-04
507,b327~b2,8.6799997e-04
508,b328~b1,8.6799997e-04
509,b328~b2,8.6799997e-04
510,b329~b1,8.6799997e-04
511,b329~b2,8.6799997e-04
512,b33~b1,8.6799997e-04
513,b33~b2,8.6799997e-04
514,b330~b1,8.6799997e-04
515,b330~b2,8.6799997e-04
516,b331~b1,8.6799997e-04
517,b331~b2,8.6799997e-04
518,b332~b1,8.6799997e-04
519,b332~b2,8.6799997e-04
520,b333~b1,8.6799997e-04
521,b333~b2,8.6799997e-04
522,b334~b1,8.6799997e-04
523,b334~b2,8.6799997e-04
524,b335~b1,8.6799997e-04
525,b335~b2,8.6799997e-04
526,b336~b1,8.6799997e-04
527,b336~b2,8.6799997e-04
528,b337~b1,8.6799997e-04
529,b337~b2,8.6799997e-04
530,b338~b1,8.6799997e-04
531,b338~b2,8.6799997e-04
532,b339~b1,8.6799997e-04
533,b339~b2,8.6799997e-04
534,b34~b1,8.6799997e-04
535,b34~b2,8.6799997e-04
536,b340~b1,8.6799997e-04
537,b340~b2,8.6799997e-04
538,b341~b1,8.6799997e-04
539,b341~b2,8.6799997e-04
540,b342~b1,8.6799997e-04
541,b342~b2,8.6799997e-04
542,b343~b1,8.6799997e-04
543,b343~b2,8.6799997e-04
544,b344~b1,8.6799997e-04
545,b344~b2,8.6799997e-04
546,b345~b1,8.6799997e-04
547,b345~b2,8.6799997e-04
548,b346~b1,8.6799997e-04
549,b346~b2,8.6799997e-04
550,b347~b1,8.6799997e-04
551,b347~b2,8.6799997e-04
552,b348~b1,8.6799997e-04
553,b348~b2,8.6799997e-04
554,b349~b1,8.6799997e-04
555,b349~b2,8.6799997e-04
556,b35~b1,8.6799997e-04
557,b35~b2,8.6799997e-04
558,b350~b1,8.6799997e-04
559,b350~b2,8.6799997e-04
560,b351~b1,8.6799997e-04
561,b351~b2,8.6799997e-04
562,b352~b1,8.6799997e-04
563,b352~b2,8.6799997e-04
564,b353~b1,8.6799997e-04
565,b353~b2,8.6799997e-04
566,b354~b1,8.6799997e-04
567,b354~b2,8.6799997e-04
568,b355~b1,8.6799997e-04
569,b355~b2,8.6799997e-04
570,b356~b1,8.6799997e-04
571,b356~b2,8.6799997e-04
572,b357~b1,8.6799997e-04
573,b357~b2,8.6799997e-04
574,b358~b1,8.6799997e-04
575,b358~b2,8.6799997e-04
576,b359~b1,8.6799997e-04
577,b359~b2,8.6799997e-04
578,b36~b1,8.6799997e-04
579,b36~b2,8.6799997e-04
580,b360~b1,8.6799997e-04
581,b360~b2,8.6799997e-04
582,b361~b1,8.6799997e-04
583,b361~b2,8.6799997e-04
584,b362~b1,8.6799997e-04
585,b362~b2,8.6799997e-04
586,b363~b1,8.6799997e-04
587,b363~b2,8.6799997e-04
588,b364~b1,8.6799997e-04
589,b364~b2,8.6799997e-04
590,b365~b1,8.6799997e-04
591,b365~b2,8.6799997e-04
592,b366~b1,8.6799997e-04
593,b366~b2,8.6799997e-04
594,b367~b1,8.6799997e-04
595,b367~b2,8.6799997e-04
596,b368~b1,8.6799997e-04
597,b368~b2,8.6799997e-04
598,b369~b1,8.6799997e-04
599,b369~b2,8.6799997e-04
600,b37~b1,8.6799997e-04
601,b37~b2,8.6799997e-04
602,b370~b1,8.6799997e-04
603,b370~b2,8.6799997e-04
604,b371~b1,8.6799997e-04
605,b371~b2,8.6799997e-04
606,b372~b1,8.6799997e-04
607,b372~b2,8.6799997e-04
608,b373~b1,8.6799997e-04
609,b373~b2,8.6799997e-04
610,b374~b1,8.6799997e-04
611,b374~b2,8.6799997e-04
612,b375~b1,8.6799997e-04
613,b375~b2,8.6799997e-04
614,b376~b1,8.6799997e-04
615,b376~b2,8.6799997e-04
616,b377~b1,8.6799997e-04
617,b377~b2,8.6799997e-04
618,b378~b1,8.6799997e-04
619,b378~b2,8.6799997e-04
620,b379~b1,8.6799997e-04
621,b379~b2,8.6799997e-04
622,b38~b1,8.6799997e-04
623,b38~b2,8.6799997e-04
624,b380~b1,8.6799997e-04
625,b380~b2,8.6799997e-04
626,b381~b1,8.6799997e-04
627,b381~b2,8.6799997e-04
628,b382~b1,8.6799997e-04
629,b382~b2,8.6799997e-04
630,b383~b1,8.6799997e-04
631,b383~b2,8.6799997e-04
632,b384~b1,8.6799997e-04
633,b384~b2,8.6799997e-04
634,b385~b1,8.6799997e-04
635,b385~b2,8.6799997e-04
636,b386~b1,8.6799997e-04
637,b386~b2,8.6799997e-04
638,b387~b1,8.6799997e-04
639,b387~b2,8.6799997e-04
640,b388~b1,8.6799997e-04
641,b388~b2,8.6799997e-04
642,b389~b1,8.6799997e-04
643,b389~b2,8.6799997e-04
644,b39~b1,8.6799997e-04
645,b39~b2,8.6799997e-04
646,b390~b1,8.6799997e-04
647,b390~b2,8.6799997e-04
648,b391~b1,8.6799997e-04
649,b391~b2,8.6799997e-04
650,b392~b1,8.6799997e-04
651,b392~b2,8.6799997e-04
652,b393~b1,8.6799997e-04
653,b393~b2,8.6799997e-04
654,b394~b1,8.6799997e-04
655,b394~b2,8.6799997e-04
656,b395~b1,8.6799997e-04
657,b395~b2,8.6799997e-04
658,b396~b1,8.6799997e-04
659,b396~b2,8.6799997e-04
660,b397~b1,8.6799997e-04
661,b397~b2,8.6799997e-04
662,b398~b1,8.6799997e-04
663,b398~b2,8.6799997e-04
664,b399~b1,8.6799997e-04
665,b399~b2,8.6799997e-04
666,b4~b1,8.6799997e-04
667,b4~b2,8.6799997e-04
668,b40~b1,8.6799997e-04
669,b40~b2,8.6799997e-04
670,b400~b1,8.6799997e-04
671,b400~b2,8.6799997e-04
672,b401~b1,8.6799997e-04
673,b401~b2,8.6799997e-04
674,b402~b1,8.6799997e-04
675,b402~b2,8.6799997e-04
676,b403~b1,8.6799997e-04
677,b403~b2,8.6799997e-04
678,b404~b1,8.6799997e-04
679,b404~b2,8.6799997e-04
680,b405~b1,8.6799997e-04
681,b405~b2,8.6799997e-04
682,b406~b1,8.6799997e-04
683,b406~b2,8.6799997e-04
684,b407~b1,8.6799997e-04
685,b407~b2,8.6799997e-04
686,b408~b1,8.6799997e-04
687,b408~b2,8.6799997e-04
688,b409~b1,8.6799997e-04
689,b409~b2,8.6799997e-04
690,b41~b1,8.6799997e-04
691,b41~b2,8.6799997e-04
692,b410~b1,8.6799997e-04
693,b410~b2,8.6799997e-04
694,b411~b1,8.6799997e-04
695,b411~b2,8.6799997e-04
696,b412~b1,8.6799997e-04
697,b412~b2,8.6799997e-04
698,b413~b1,8.6799997e-04
699,b413~b2,8.6799997e-04
700,b414~b1,8.6799997e-04
701,b414~b2,8.6799997e-04
702,b415~b1,8.6799997e-04
703,b415~b2,8.6799997e-04
704,b416~b1,8.6799997e-04
705,b416~b2,8.6799997e-04
706,b417~b1,8.6799997e-04
707,b417~b2,8.6799997e-04
708,b418~b1,8.6799997e-04
709,b418~b2,8.6799997e-04
710,b419~b1,8.6799997e-04
711,b419~b2,8.6799997e-04
712,b42~b1,8.6799997e-04
713,b42~b2,8.6799997e-04
714,b420~b1,8.6799997e-04
715,b420~b2,8.6799997e-04
716,b421~b1,8.6799997e-04
717,b421~b2,8.6799997e-04
718,b422~b1,8.6799997e-04
719,b422~b2,8.6799997e-04
720,b423~b1,8.6799997e-04
721,b423~b2,8.6799997e-04
722,b424~b1,8.6799997e-04
723,b424~b2,8.6799997e-04
724,b425~b1,8.6799997e-04
725,b425~b2,8.6799997e-04
726,b426~b1,8.6799997e-04
727,b426~b2,8.6799997e-04
728,b427~b1,8.6799997e-04
729,b427~b2,8.6799997e-04
730,b428~b1,8.6799997e-04
731,b428~b2,8.6799997e-04
732,b429~b1,8.6799997e-04
733,b429~b2,8.6799997e-04
734,b43~b1,8.6799997e-04
735,b43~b2,8.6799997e-04
736,b430~b1,8.6799997e-04
737,b430~b2,8.6799997e-04
738,b431~b1,8.6799997e-04
739,b431~b2,8.6799997e-04
740,b432~b1,8.6799997e-04
741,b432~b2,8.6799997e-04
742,b433~b1,8.6799997e-04
743,b433~b2,8.6799997e-04
744,b434~b1,8.6799997e-04
745,b434~b2,8.6799997e-04
746,b435~b1,8.6799997e-04
747,b435~b2,8.6799997e-04
748,b436~b1,8.6799997e-04
749,b436~b2,8.6799997e-04
750,b437~b1,8.6799997e-04
751,b437~b2,8.6799997e-04
752,b438~b1,8.6799997e-04
753,b438~b2,8.6799997e-04
754,b439~b1,8.6799997e-04
755,b439~b2,8.6799997e-04
756,b44~b1,8.6799997e-04
757,b44~b2,8.6799997e-04
758,b440~b1,8.6799997e-04
759,b440~b2,8.6799997e-04
760,b441~b1,8.6799997e-04
761,b441~b2,8.6799997e-04
762,b442~b1,8.6799997e-04
763,b442~b2,8.6799997e-04
764,b443~b1,8.6799997e-04
765,b443~b2,8.6799997e-04
766,b444~b1,8.6799997e-04
767,b444~b2,8.6799997e-04
768,b445~b1,8.6799997e-04
769,b445~b2,8.6799997e-04
770,b446~b1,8.6799997e-04
771,b446~b2,8.6799997e-04
772,b447~b1,8.6799997e-04
773,b447~b2,8.6799997e-04
774,b448~b1,8.6799997e-04
775,b448~b2,8.6799997e-04
776,b449~b1,8.6799997e-04
777,b449~b2,8.6799997e-04
778,b45~b1,8.6799997e-04
779,b45~b2,8.6799997e-04
780,b450~b1,8.6799997e-04
781,b450~b2,8.6799997e-04
782,b451~b1,8.6799997e-04
783,b451~b2,8.6799997e-04
784,b452~b1,8.6799997e-04
785,b452~b2,8.6799997e-04
786,b453~b1,8.6799997e-04
787,b453~b2,8.6799997e-04
788,b454~b1,8.6799997e-04
789,b454~b2,8.6799997e-04
790,b455~b1,8.6799997e-04
791,b455~b2,8.6799997e-04
792,b456~b1,8.6799997e-04
793,b456~b2,8.6799997e-04
794,b457~b1,8.6799997e-04
795,b457~b2,8.6799997e-04
796,b458~b1,8.6799997e-04
797,b458~b2,8.6799997e-04
798,b459~b1,8.6799997e-04
799,b459~b2,8.6799997e-04
800,b46~b1,8.6799997e-04
801,b46~b2,8.6799997e-04
802,b460~b1,8.6799997e-04
803,b460~b2,8.6799997e-04
804,b461~b1,8.6799997e-04
805,b461~b2,8.6799997e-04
806,b462~b1,8.6799997e-04
807,b462~b2,8.6799997e-04
808,b463~b1,8.6799997e-04
809,b463~b2,8.6799997e-04
810,b464~b1,8.6799997e-04
811,b464~b2,8.6799997e-04
812,b465~b1,8.6799997e-04
813,b465~b2,8.6799997e-04
814,b466~b1,8.6799997e-04
815,b466~b2,8.6799997e-04
816,b467~b1,8.6799997e-04
817,b467~b2,8.6799997e-04
818,b468~b1,8.6799997e-04
819,b468~b2,8.6799997e-04
