rlz_id,branch_path,weight
820,b469~b1,8.6799997e-04
821,b469~b2,8.6799997e-04
822,b47~b1,8.6799997e-04
823,b47~b2,8.6799997e-04
824,b470~b1,8.6799997e-04
825,b470~b2,8.6799997e-04
826,b471~b1,8.6799997e-04
827,b471~b2,8.6799997e-04
828,b472~b1,8.6799997e-04
829,b472~b2,8.6799997e-04
830,b473~b1,8.6799997e-04
831,b473~b2,8.6799997e-04
832,b474~b1,8.6799997e-04
833,b474~b2,8.6799997e-04
834,b475~b1,8.6799997e-04
835,b475~b2,8.6799997e-04
836,b476~b1,8.6799997e-04
837,b476~b2,8.6799997e-04
838,b477~b1,8.6799997e-04
839,b477~b2,8.6799997e-04
840,b478~b1,8.6799997e-04
841,b478~b2,8.6799997e-04
842,b479~b1,8.6799997e-04
843,b479~b2,8.6799997e-04
844,b48~b1,8.6799997e-04
845,b48~b2,8.6799997e-04
846,b480~b1,8.6799997e-04
847,b480~b2,8.6799997e-04
848,b481~b1,8.6799997e-04
849,b481~b2,8.6799997e-04
850,b482~b1,8.6799997e-04
851,b482~b2,8.6799997e-04
852,b483~b1,8.6799997e-04
853,b483~b2,8.6799997e-04
854,b484~b1,8.6799997e-04
855,b484~b2,8.6799997e-04
856,b485~b1,8.6799997e-04
857,b485~b2,8.6799997e-04
858,b486~b1,8.6799997e-04
859,b486~b2,8.6799997e-04
860,b487~b1,8.6799997e-04
861,b487~b2,8.6799997e-04
862,b488~b1,8.6799997e-04
863,b488~b2,8.6799997e-04
864,b489~b1,8.6799997e-04
865,b489~b2,8.6799997e-04
866,b49~b1,8.6799997e-04
867,b49~b2,8.6799997e-04
868,b490~b1,8.6799997e-04
869,b490~b2,8.6799997e-04
870,b491~b1,8.6799997e-04
871,b491~b2,8.6799997e-04
872,b492~b1,8.6799997e-04
873,b492~b2,8.6799997e-04
874,b493~b1,8.6799997e-04
875,b493~b2,8.6799997e-04
876,b494~b1,8.6799997e-04
877,b494~b2,8.6799997e-04
878,b495~b1,8.6799997e-04
879,b495~b2,8.6799997e-04
880,b496~b1,8.6799997e-04
881,b496~b2,8.6799997e-04
882,b497~b1,8.6799997e-04
883,b497~b2,8.6799997e-04
884,b498~b1,8.6799997e-04
885,b498~b2,8.6799997e-04
886,b499~b1,8.6799997e-04
887,b499~b2,8.6799997e-04
888,b5~b1,8.6799997e-04
889,b5~b2,8.6799997e-04
890,b50~b1,8.6799997e-04
891,b50~b2,8.6799997e-04
892,b500~b1,8.6799997e-04
893,b500~b2,8.6799997e-04
894,b501~b1,8.6799997e-04
895,b501~b2,8.6799997e-04
896,b502~b1,8.6799997e-04
897,b502~b2,8.6799997e-04
898,b503~b1,8.6799997e-04
899,b503~b2,8.6799997e-04
900,b504~b1,8.6799997e-04
901,b504~b2,8.6799997e-04
902,b505~b1,8.6799997e-04
903,b505~b2,8.6799997e-04
904,b506~b1,8.6799997e-04
905,b506~b2,8.6799997e-04
906,b507~b1,8.6799997e-04
907,b507~b2,8.6799997e-04
908,b508~b1,8.6799997e-04
909,b508~b2,8.6799997e-04
910,b509~b1,8.6799997e-04
911,b509~b2,8.6799997e-04
912,b51~b1,8.6799997e-04
913,b51~b2,8.6799997e-04
914,b510~b1,8.6799997e-04
915,b510~b2,8.6799997e-04
916,b511~b1,8.6799997e-04
917,b511~b2,8.6799997e-04
918,b512~b1,8.6799997e-04
919,b512~b2,8.6799997e-04
920,b513~b1,8.6799997e-04
921,b513~b2,8.6799997e-04
922,b514~b1,8.6799997e-04
923,b514~b2,8.6799997e-04
924,b515~b1,8.6799997e-04
925,b515~b2,8.6799997e-04
926,b516~b1,8.6799997e-04
927,b516~b2,8.6799997e-04
928,b517~b1,8.6799997e-04
929,b517~b2,8.6799997e-04
930,b518~b1,8.6799997e-04
931,b518~b2,8.6799997e-04
932,b519~b1,8.6799997e-04
933,b519~b2,8.6799997e-04
934,b52~b1,8.6799997e-04
935,b52~b2,8.6799997e-04
936,b520~b1,8.6799997e-04
937,b520~b2,8.6799997e-04
938,b521~b1,8.6799997e-04
939,b521~b2,8.6799997e-04
940,b522~b1,8.6799997e-04
941,b522~b2,8.6799997e-04
942,b523~b1,8.6799997e-04
943,b523~b2,8.6799997e-04
944,b524~b1,8.6799997e-04
945,b524~b2,8.6799997e-04
946,b525~b1,8.6799997e-04
947,b525~b2,8.6799997e-04
948,b526~b1,8.6799997e-04
949,b526~b2,8.6799997e-04
950,b527~b1,8.6799997e-04
951,b527~b2,8.6799997e-04
952,b528~b1,8.6799997e-04
953,b528~b2,8.6799997e-04
954,b529~b1,8.6799997e-04
955,b529~b2,8.6799997e-04
956,b53~b1,8.6799997e-04
957,b53~b2,8.6799997e-04
958,b530~b1,8.6799997e-04
959,b530~b2,8.6799997e-04
960,b531~b1,8.6799997e-04
961,b531~b2,8.6799997e-04
962,b532~b1,8.6799997e-04
963,b532~b2,8.6799997e-04
964,b533~b1,8.6799997e-04
965,b533~b2,8.6799997e-04
966,b534~b1,8.6799997e-04
967,b534~b2,8.6799997e-04
968,b535~b1,8.6799997e-04
969,b535~b2,8.6799997e-04
970,b536~b1,8.6799997e-04
971,b536~b2,8.6799997e-04
972,b537~b1,8.6799997e-04
973,b537~b2,8.6799997e-04
974,b538~b1,8.6799997e-04
975,b538~b2,8.6799997e-04
976,b539~b1,8.6799997e-04
977,b539~b2,8.6799997e-04
978,b54~b1,8.6799997e-04
979,b54~b2,8.6799997e-04
980,b540~b1,8.6799997e-04
981,b540~b2,8.6799997e-04
982,b541~b1,8.6799997e-04
983,b541~b2,8.6799997e-04
984,b542~b1,8.6799997e-04
985,b542~b2,8.6799997e-04
986,b543~b1,8.6799997e-04
987,b543~b2,8.6799997e-04
988,b544~b1,8.6799997e-04
989,b544~b2,8.6799997e-04
990,b545~b1,8.6799997e-04
991,b545~b2,8.6799997e-04
992,b546~b1,8.6799997e-04
993,b546~b2,8.6799997e-04
994,b547~b1,8.6799997e-04
995,b547~b2,8.6799997e-04
996,b548~b1,8.6799997e-04
997,b548~b2,8.6799997e-04
998,b549~b1,8.6799997e-04
999,b549~b2,8.6799997e-04
1000,b55~b1,8.6799997e-04
1001,b55~b2,8.6799997e-04
1002,b550~b1,8.6799997e-04
1003,b550~b2,8.6799997e-04
1004,b551~b1,8.6799997e-04
1005,b551~b2,8.6799997e-04
1006,b552~b1,8.6799997e-04
1007,b552~b2,8.6799997e-04
1008,b553~b1,8.6799997e-04
1009,b553~b2,8.6799997e-04
1010,b554~b1,8.6799997e-04
1011,b554~b2,8.6799997e-04
1012,b555~b1,8.6799997e-04
1013,b555~b2,8.6799997e-04
1014,b556~b1,8.6799997e-04
1015,b556~b2,8.6799997e-04
1016,b557~b1,8.6799997e-04
1017,b557~b2,8.6799997e-04
1018,b558~b1,8.6799997e-04
1019,b558~b2,8.6799997e-04
1020,b559~b1,8.6799997e-04
1021,b559~b2,8.6799997e-04
1022,b56~b1,8.6799997e-04
1023,b56~b2,8.6799997e-04
1024,b560~b1,8.6799997e-04
1025,b560~b2,8.6799997e-04
1026,b561~b1,8.6799997e-04
1027,b561~b2,8.6799997e-04
1028,b562~b1,8.6799997e-04
1029,b562~b2,8.6799997e-04
1030,b563~b1,8.6799997e-04
1031,b563~b2,8.6799997e-04
1032,b564~b1,8.6799997e-04
1033,b564~b2,8.6799997e-04
1034,b565~b1,8.6799997e-04
1035,b565~b2,8.6799997e-04
1036,b566~b1,8.6799997e-04
1037,b566~b2,8.6799997e-04
1038,b567~b1,8.6799997e-04
1039,b567~b2,8.6799997e-04
1040,b568~b1,8.6799997e-04
1041,b568~b2,8.6799997e-04
1042,b569~b1,8.6799997e-04
1043,b569~b2,8.6799997e-04
1044,b57~b1,8.6799997e-04
1045,b57~b2,8.6799997e-04
1046,b570~b1,8.6799997e-04
1047,b570~b2,8.6799997e-04
1048,b571~b1,8.6799997e-04
1049,b571~b2,8.6799997e-04
1050,b572~b1,8.6799997e-04
1051,b572~b2,8.6799997e-04
1052,b573~b1,8.6799997e-04
1053,b573~b2,8.6799997e-04
1054,b574~b1,8.6799997e-04
1055,b574~b2,8.6799997e-04
1056,b575~b1,8.6799997e-04
1057,b575~b2,8.6799997e-04
1058,b576~b1,8.9999998e-04
1059,b576~b2,8.9999998e-04
1060,b58~b1,8.6799997e-04
1061,b58~b2,8.6799997e-04
1062,b59~b1,8.6799997e-04
1063,b59~b2,8.6799997e-04
1064,b6~b1,8.6799997e-04
1065,b6~b2,8.6799997e-04
1066,b60~b1,8.6799997e-04
1067,b60~b2,8.6799997e-04
1068,b61~b1,8.6799997e-04
1069,b61~b2,8.6799997e-04
1070,b62~b1,8.6799997e-04
1071,b62~b2,8.6799997e-04
1072,b63~b1,8.6799997e-04
1073,b63~b2,8.6799997e-04
1074,b64~b1,8.6799997e-04
1075,b64~b2,8.6799997e-04
1076,b65~b1,8.6799997e-04
1077,b65~b2,8.6799997e-04
1078,b66~b1,8.6799997e-04
1079,b66~b2,8.6799997e-04
1080,b67~b1,8.6799997e-04
1081,b67~b2,8.6799997e-04
1082,b68~b1,8.6799997e-04
1083,b68~b2,8.6799997e-04
1084,b69~b1,8.6799997e-04
1085,b69~b2,8.6799997e-04
1086,b7~b1,8.6799997e-04
1087,b7~b2,8.6799997e-04
1088,b70~b1,8.6799997e-04
1089,b70~b2,8.6799997e-04
1090,b71~b1,8.6799997e-04
1091,b71~b2,8.6799997e-04
1092,b72~b1,8.6799997e-04
1093,b72~b2,8.6799997e-04
1094,b73~b1,8.6799997e-04
1095,b73~b2,8.6799997e-04
1096,b74~b1,8.6799997e-04
1097,b74~b2,8.6799997e-04
1098,b75~b1,8.6799997e-04
1099,b75~b2,8.6799997e-04
1100,b76~b1,8.6799997e-04
1101,b76~b2,8.6799997e-04
1102,b77~b1,8.6799997e-04
1103,b77~b2,8.6799997e-04
1104,b78~b1,8.6799997e-04
1105,b78~b2,8.6799997e-04
1106,b79~b1,8.6799997e-04
1107,b79~b2,8.6799997e-04
1108,b8~b1,8.6799997e-04
1109,b8~b2,8.6799997e-04
1110,b80~b1,8.6799997e-04
1111,b80~b2,8.6799997e-04
1112,b81~b1,8.6799997e-04
1113,b81~b2,8.6799997e-04
1114,b82~b1,8.6799997e-04
1115,b82~b2,8.6799997e-04
1116,b83~b1,8.6799997e-04
1117,b83~b2,8.6799997e-04
1118,b84~b1,8.6799997e-04
1119,b84~b2,8.6799997e-04
1120,b85~b1,8.6799997e-04
1121,b85~b2,8.6799997e-04
1122,b86~b1,8.6799997e-04
1123,b86~b2,8.6799997e-04
1124,b87~b1,8.6799997e-04
1125,b87~b2,8.6799997e-04
1126,b88~b1,8.6799997e-04
1127,b88~b2,8.6799997e-04
1128,b89~b1,8.6799997e-04
1129,b89~b2,8.6799997e-04
1130,b9~b1,8.6799997e-04
1131,b9~b2,8.6799997e-04
1132,b90~b1,8.6799997e-04
1133,b90~b2,8.6799997e-04
1134,b91~b1,8.6799997e-04
1135,b91~b2,8.6799997e-04
1136,b92~b1,8.6799997e-04
1137,b92~b2,8.6799997e-04
1138,b93~b1,8.6799997e-04
1139,b93~b2,8.6799997e-04
1140,b94~b1,8.6799997e-04
1141,b94~b2,8.6799997e-04
1142,b95~b1,8.6799997e-04
1143,b95~b2,8.6799997e-04
1144,b96~b1,8.6799997e-04
1145,b96~b2,8.6799997e-04
1146,b97~b1,8.6799997e-04
1147,b97~b2,8.6799997e-04
1148,b98~b1,8.6799997e-04
1149,b98~b2,8.6799997e-04
1150,b99~b1,8.6799997e-04
1151,b99~b2,8.6799997e-04
