ID, X, Y
4_1_3,12.76802526,46.69833319
4_1_4,12.80139228,46.69268656
4_1_4,12.78470877,46.69550987
4_1_5,12.81807579,46.68986324
4_1_5,12.80139228,46.69268656
4_1_6,12.8347593,46.68703993
4_1_6,12.81807579,46.68986324
4_1_7,12.85144281,46.68421661
4_1_7,12.8347593,46.68703993
4_1_8,12.86830256,46.68288794
4_1_8,12.85144281,46.68421661
4_1_9,12.8851852,46.68175345
4_1_9,12.86830256,46.68288794
4_1_10,12.90206784,46.68061895
4_1_10,12.8851852,46.68175345
4_1_11,12.91895047,46.67948445
4_1_11,12.90206784,46.68061895
4_1_12,12.93583311,46.67834996
4_1_12,12.91895047,46.67948445
4_1_13,12.95260562,46.67636547
4_1_13,12.93583311,46.67834996
4_1_14,12.96921985,46.67315958
4_1_14,12.95260562,46.67636547
4_1_15,12.98583409,46.6699537
4_1_15,12.96921985,46.67315958
4_1_16,13.00244833,46.66674781
4_1_16,12.98583409,46.6699537
4_1_17,13.01906257,46.66354192
4_1_17,13.00244833,46.66674781
4_1_18,13.0356768,46.66033603
4_1_18,13.01906257,46.66354192
4_1_19,13.05233401,46.65736389
4_1_19,13.0356768,46.66033603
4_1_20,13.06900231,46.65445212
4_1_20,13.05233401,46.65736389
4_1_21,13.08567061,46.65154035
4_1_21,13.06900231,46.65445212
4_1_22,13.1023389,46.64862858
4_1_22,13.08567061,46.65154035
4_1_23,13.1190072,46.64571681
4_1_23,13.1023389,46.64862858
4_1_24,13.13569313,46.64291126
4_1_24,13.1190072,46.64571681
4_1_25,13.15240868,46.6402843
4_1_25,13.13569313,46.64291126
4_1_26,13.16912423,46.63765733
4_1_26,13.15240868,46.6402843
4_1_27,13.18583978,46.63503037
4_1_27,13.16912423,46.63765733
4_1_28,13.20255533,46.6324034
4_1_28,13.18583978,46.63503037
4_1_29,13.21927088,46.62977644
4_1_29,13.20255533,46.6324034
4_1_30,13.23598643,46.62714947
4_1_30,13.21927088,46.62977644
4_1_31,13.25270199,46.62452251
4_1_31,13.23598643,46.62714947
4_1_32,13.26947549,46.62231411
4_1_32,13.25270199,46.62452251
4_1_33,13.28627598,46.6203006
4_1_33,13.26947549,46.62231411
4_1_34,13.30307646,46.61828708
4_1_34,13.28627598,46.6203006
4_1_35,13.31987695,46.61627356
4_1_35,13.30307646,46.61828708
4_1_36,13.33667744,46.61426005
4_1_36,13.31987695,46.61627356
4_1_37,13.35347792,46.61224653
4_1_37,13.33667744,46.61426005
4_1_38,13.37027841,46.61023301
4_1_38,13.35347792,46.61224653
4_1_39,13.387067,46.60812952
4_1_39,13.37027841,46.61023301
4_1_40,13.40381361,46.60570843
4_1_40,13.387067,46.60812952
4_1_41,13.42056022,46.60328734
4_1_41,13.40381361,46.60570843
4_1_42,13.43730683,46.60086626
4_1_42,13.42056022,46.60328734
4_1_43,13.45407743,46.59861801
4_1_43,13.43730683,46.60086626
4_1_44,13.47085034,46.59638638
4_1_44,13.45407743,46.59861801
4_1_45,13.48762325,46.59415474
4_1_45,13.47085034,46.59638638
4_1_46,13.50439616,46.5919231
4_1_46,13.48762325,46.59415474
4_1_47,13.52105027,46.58906629
4_1_47,13.50439616,46.5919231
4_1_48,13.53747277,46.58499047
4_1_48,13.52105027,46.58906629
4_1_49,13.55389526,46.58091466
4_1_49,13.53747277,46.58499047
4_1_50,13.57031776,46.57683885
4_1_50,13.55389526,46.58091466
4_1_51,13.58674025,46.57276304
4_1_51,13.57031776,46.57683885
4_1_52,13.60316275,46.56868722
4_1_52,13.58674025,46.57276304
4_1_53,13.61969633,46.56510538
4_1_53,13.60316275,46.56868722
4_1_54,13.63628261,46.56175782
4_1_54,13.61969633,46.56510538
4_1_55,13.65286888,46.55841026
4_1_55,13.63628261,46.56175782
4_1_56,13.66945515,46.55506271
4_1_56,13.65286888,46.55841026
4_1_57,13.68629241,46.55366516
4_1_57,13.66945515,46.55506271
4_1_58,13.70318578,46.55270361
4_1_58,13.68629241,46.55366516
4_1_59,13.72008231,46.551853
4_1_59,13.70318578,46.55270361
4_1_60,13.73700302,46.551853
4_1_60,13.72008231,46.551853
4_1_61,13.75392374,46.551853
4_1_61,13.73700302,46.551853
4_1_62,13.77084445,46.551853
4_1_62,13.75392374,46.551853
4_1_63,13.78774814,46.55115701
4_1_63,13.77084445,46.551853
4_1_64,13.80464862,46.55032961
4_1_64,13.78774814,46.55115701
4_1_65,13.82154909,46.54950221
4_1_65,13.80464862,46.55032961
4_1_66,13.83844956,46.5486748
4_1_66,13.82154909,46.54950221
4_1_67,13.85534988,46.54784422
4_1_67,13.83844956,46.5486748
4_1_68,13.87225018,46.54701315
4_1_68,13.85534988,46.54784422
4_1_69,13.88898827,46.54464841
4_1_69,13.87225018,46.54701315
4_1_70,13.90568855,46.54192603
4_1_70,13.88898827,46.54464841
4_1_71,13.92243217,46.53950256
4_1_71,13.90568855,46.54192603
4_1_72,13.93921787,46.53736928
4_1_72,13.92243217,46.53950256
4_1_73,13.95600357,46.535236
4_1_73,13.93921787,46.53736928
4_1_74,13.97237493,46.53107379
4_1_74,13.95600357,46.535236
4_1_75,13.98865301,46.52645484
4_1_75,13.97237493,46.53107379
4_1_76,14.00524601,46.52330343
4_1_76,13.98865301,46.52645484
4_1_77,14.021986,46.520837
4_1_77,14.00524601,46.52330343
5_1_1,14.074253,46.509966
5_1_1,14.09008042,46.50398241
5_1_2,14.09008042,46.50398241
5_1_2,14.10590784,46.49799881
5_1_3,14.10590784,46.49799881
5_1_3,14.1223837,46.49422221
5_1_4,14.1223837,46.49422221
5_1_4,14.13893234,46.49069333
5_1_5,14.13893234,46.49069333
5_1_5,14.15557934,46.48795134
5_1_6,14.15557934,46.48795134
5_1_6,14.17248745,46.48729838
5_1_7,14.17248745,46.48729838
5_1_7,14.18939557,46.48664542
5_1_8,14.18939557,46.48664542
5_1_8,14.20630368,46.48599246
5_1_9,14.20630368,46.48599246
5_1_9,14.22321179,46.48533951
5_1_10,14.22321179,46.48533951
5_1_10,14.24012007,46.48469097
5_1_11,14.24012007,46.48469097
5_1_11,14.25702838,46.484043
5_1_12,14.25702838,46.484043
5_1_12,14.27393668,46.48339504
5_1_13,14.27393668,46.48339504
5_1_13,14.29084498,46.48274708
5_1_14,14.29084498,46.48274708
5_1_14,14.30775837,46.48234447
5_1_15,14.30775837,46.48234447
5_1_15,14.324679,46.48229219
5_1_16,14.324679,46.48229219
5_1_16,14.34159964,46.48223991
5_1_17,14.34159964,46.48223991
5_1_17,14.35852027,46.48218764
5_1_18,14.35852027,46.48218764
5_1_18,14.37544088,46.4821295
5_1_19,14.37544088,46.4821295
5_1_19,14.39236147,46.48206427
5_1_20,14.39236147,46.48206427
5_1_20,14.40928206,46.48199903
5_1_21,14.40928206,46.48199903
5_1_21,14.42620265,46.4819338
5_1_22,14.42620265,46.4819338
5_1_22,14.4431143,46.48225364
5_1_23,14.4431143,46.48225364
5_1_23,14.46001363,46.48310413
5_1_24,14.46001363,46.48310413
5_1_24,14.47691296,46.48395462
5_1_25,14.47691296,46.48395462
5_1_25,14.49381228,46.48480511
5_1_26,14.49381228,46.48480511
5_1_26,14.51071141,46.4856478
5_1_27,14.51071141,46.4856478
5_1_27,14.52754609,46.48394359
5_1_28,14.52754609,46.48394359
5_1_28,14.54438077,46.48223939
5_1_29,14.54438077,46.48223939
5_1_29,14.56121544,46.48053518
5_1_30,14.56121544,46.48053518
5_1_30,14.57810367,46.47954159
5_1_31,14.57810367,46.47954159
5_1_31,14.59500362,46.47870363
5_1_32,14.59500362,46.47870363
5_1_32,14.61190444,46.4780469
5_1_33,14.61190444,46.4780469
5_1_33,14.62881166,46.47872256
5_1_34,14.62881166,46.47872256
5_1_34,14.64571888,46.47939822
5_1_35,14.64571888,46.47939822
5_1_35,14.6626261,46.48007388
5_1_36,14.6626261,46.48007388
5_1_36,14.67953332,46.48074954
5_1_37,14.67953332,46.48074954
5_1_37,14.69642301,46.48096969
5_1_38,14.69642301,46.48096969
5_1_38,14.71322829,46.47899659
5_1_39,14.71322829,46.47899659
5_1_39,14.73003358,46.47702349
5_1_40,14.73003358,46.47702349
5_1_40,14.74683886,46.47505039
5_1_41,14.74683886,46.47505039
5_1_41,14.76364372,46.47307373
5_1_42,14.76364372,46.47307373
5_1_42,14.78044788,46.47109106
5_1_43,14.78044788,46.47109106
5_1_43,14.79725203,46.4691084
5_1_44,14.79725203,46.4691084
5_1_44,14.81405619,46.46712573
5_1_45,14.81405619,46.46712573
5_1_45,14.83067982,46.46414045
5_1_46,14.83067982,46.46414045
5_1_46,14.84712022,46.46013746
5_1_47,14.84712022,46.46013746
5_1_47,14.86356062,46.45613448
5_1_48,14.86356062,46.45613448
5_1_48,14.88000102,46.45213149
5_1_49,14.88000102,46.45213149
5_1_49,14.89644141,46.4481285
5_1_50,14.89644141,46.4481285
5_1_50,14.91288184,46.44412564
5_1_51,14.91288184,46.44412564
5_1_51,14.92932232,46.44012296
5_1_52,14.92932232,46.44012296
5_1_52,14.94576279,46.43612027
5_1_53,14.94576279,46.43612027
5_1_53,14.96220326,46.43211759
5_1_54,14.96220326,46.43211759
5_1_54,14.97864373,46.4281149
5_1_55,14.97864373,46.4281149
5_1_55,14.9950842,46.42411222
5_1_56,14.9950842,46.42411222
5_1_56,15.01167829,46.42080525
5_1_57,15.01167829,46.42080525
5_1_57,15.02827565,46.41751306
5_1_58,15.02827565,46.41751306
5_1_58,15.044873,46.41422087
5_1_59,15.044873,46.41422087
5_1_59,15.06147035,46.41092868
5_1_60,15.06147035,46.41092868
5_1_60,15.0780677,46.40763649
5_1_61,15.0780677,46.40763649
5_1_61,15.09471493,46.40465526
5_1_62,15.09471493,46.40465526
5_1_62,15.11150927,46.40259103
5_1_63,15.11150927,46.40259103
5_1_63,15.1283036,46.4005268
5_1_64,15.1283036,46.4005268
5_1_64,15.14509793,46.39846258
5_1_65,15.14509793,46.39846258
5_1_65,15.16189466,46.39641806
5_1_66,15.16189466,46.39641806
5_1_66,15.17869468,46.39440067
5_1_67,15.17869468,46.39440067
5_1_67,15.1954947,46.39238329
5_1_68,15.1954947,46.39238329
5_1_68,15.21229472,46.3903659
5_1_69,15.21229472,46.3903659
5_1_69,15.215092,46.39003
6_1_1,12.740609,46.262524
6_1_1,12.7485844,46.26281496
6_1_2,12.7485844,46.26281496
6_1_2,12.76549387,46.26343185
6_1_3,12.76549387,46.26343185
6_1_3,12.78240333,46.26404874
6_1_4,12.78240333,46.26404874
6_1_4,12.7993128,46.26466563
6_1_5,12.7993128,46.26466563
6_1_5,12.81622226,46.26528253
6_1_6,12.81622226,46.26528253
6_1_6,12.83313173,46.26589943
6_1_7,12.83313173,46.26589943
6_1_7,12.8500412,46.26651633
6_1_8,12.8500412,46.26651633
6_1_8,12.86695066,46.26713323
6_1_9,12.86695066,46.26713323
6_1_9,12.88386013,46.26775
6_1_10,12.88386013,46.26775
6_1_10,12.90076961,46.26836664
6_1_11,12.90076961,46.26836664
6_1_11,12.91767908,46.26898329
6_1_12,12.91767908,46.26898329
6_1_12,12.93458856,46.26959993
6_1_13,12.93458856,46.26959993
6_1_13,12.95149803,46.27021669
6_1_14,12.95149803,46.27021669
6_1_14,12.9684075,46.27083359
6_1_15,12.9684075,46.27083359
6_1_15,12.98531696,46.27145049
6_1_16,12.98531696,46.27145049
6_1_16,13.00222643,46.27206739
6_1_17,13.00222643,46.27206739
6_1_17,13.01913589,46.27268429
6_1_18,13.01913589,46.27268429
6_1_18,13.03604536,46.27330118
6_1_19,13.03604536,46.27330118
6_1_19,13.05295483,46.27391807
6_1_20,13.05295483,46.27391807
6_1_20,13.06986429,46.27453496
6_1_21,13.06986429,46.27453496
6_1_21,13.086668,46.2761987
6_1_22,13.086668,46.2761987
6_1_22,13.10335914,46.27897651
6_1_23,13.10335914,46.27897651
6_1_23,13.12005029,46.28175432
6_1_24,13.12005029,46.28175432
6_1_24,13.1368141,46.28362376
6_1_25,13.1368141,46.28362376
6_1_25,13.15373458,46.28353464
6_1_26,13.15373458,46.28353464
6_1_26,13.17065506,46.28344552
6_1_27,13.17065506,46.28344552
6_1_27,13.18757554,46.2833564
6_1_28,13.18757554,46.2833564
6_1_28,13.20448243,46.2839621
6_1_29,13.20448243,46.2839621
6_1_29,13.22138647,46.28471299
6_1_30,13.22138647,46.28471299
6_1_30,13.23829052,46.28546387
6_1_31,13.23829052,46.28546387
6_1_31,13.2551249,46.28425063
6_1_32,13.2551249,46.28425063
6_1_32,13.27193328,46.28230407
6_1_33,13.27193328,46.28230407
6_1_33,13.28874166,46.28035751
6_1_34,13.28874166,46.28035751
6_1_34,13.30557737,46.27885986
6_1_35,13.30557737,46.27885986
6_1_35,13.32249774,46.27875273
6_1_36,13.32249774,46.27875273
6_1_36,13.33941812,46.27864561
6_1_37,13.33941812,46.27864561
6_1_37,13.3563385,46.27853849
6_1_38,13.3563385,46.27853849
6_1_38,13.37325887,46.27843137
6_1_39,13.37325887,46.27843137
6_1_39,13.39017925,46.27832424
6_1_40,13.39017925,46.27832424
6_1_40,13.40709962,46.27821712
6_1_41,13.40709962,46.27821712
6_1_41,13.42402,46.27811
7_1_1,13.007788,46.405105
7_1_1,13.01408912,46.41330576
7_1_2,13.01408912,46.41330576
7_1_2,13.0243985,46.42672318
7_1_3,13.0243985,46.42672318
7_1_3,13.03470789,46.4401406
7_1_4,13.03470789,46.4401406
7_1_4,13.04115835,46.455635
7_1_5,13.04115835,46.455635
7_1_5,13.0540932,46.46507358
7_1_6,13.0540932,46.46507358
7_1_6,13.06929227,46.47250991
7_1_7,13.06929227,46.47250991
7_1_7,13.08449134,46.47994623
7_1_8,13.08449134,46.47994623
7_1_8,13.09897069,46.48861088
7_1_9,13.09897069,46.48861088
7_1_9,13.11288801,46.49823475
7_1_10,13.11288801,46.49823475
7_1_10,13.12151793,46.51213748
7_1_11,13.12151793,46.51213748
7_1_11,13.12802797,46.52775574
7_1_12,13.12802797,46.52775574
7_1_12,13.134538,46.543374
8_1_1,13.142739,46.531078
8_1_1,13.15573749,46.52997227
8_1_2,13.15573749,46.52997227
8_1_2,13.17259732,46.52853808
8_1_3,13.17259732,46.52853808
8_1_3,13.18945714,46.52710389
8_1_4,13.18945714,46.52710389
8_1_4,13.20631697,46.52566969
8_1_5,13.20631697,46.52566969
8_1_5,13.22317679,46.5242355
8_1_6,13.22317679,46.5242355
8_1_6,13.24000764,46.5225028
8_1_7,13.24000764,46.5225028
8_1_7,13.2568285,46.52066727
8_1_8,13.2568285,46.52066727
8_1_8,13.27364936,46.51883173
8_1_9,13.27364936,46.51883173
8_1_9,13.29047023,46.51699619
8_1_10,13.29047023,46.51699619
8_1_10,13.30729888,46.51523358
8_1_11,13.30729888,46.51523358
8_1_11,13.324128,46.51347536
8_1_12,13.324128,46.51347536
8_1_12,13.34095712,46.51171714
8_1_13,13.34095712,46.51171714
8_1_13,13.3578009,46.51014596
8_1_14,13.3578009,46.51014596
8_1_14,13.3746984,46.50925985
8_1_15,13.3746984,46.50925985
8_1_15,13.3915959,46.50837374
8_1_16,13.3915959,46.50837374
8_1_16,13.40849338,46.5074873
8_1_17,13.40849338,46.5074873
8_1_17,13.42539085,46.50660078
8_1_18,13.42539085,46.50660078
8_1_18,13.44229651,46.5060693
8_1_19,13.44229651,46.5060693
8_1_19,13.45921688,46.50617649
8_1_20,13.45921688,46.50617649
8_1_20,13.47613726,46.50628367
8_1_21,13.47613726,46.50628367
8_1_21,13.49305764,46.50639069
8_1_22,13.49305764,46.50639069
8_1_22,13.50997801,46.50649753
8_1_23,13.50997801,46.50649753
8_1_23,13.52689839,46.50660437
8_1_24,13.52689839,46.50660437
8_1_24,13.54377806,46.50572758
8_1_25,13.54377806,46.50572758
8_1_25,13.56063174,46.5042229
8_1_26,13.56063174,46.5042229
8_1_26,13.57748542,46.50271822
8_1_27,13.57748542,46.50271822
8_1_27,13.59433907,46.50121316
8_1_28,13.59433907,46.50121316
8_1_28,13.61119271,46.49970808
8_1_29,13.61119271,46.49970808
8_1_29,13.62805004,46.49824656
8_1_30,13.62805004,46.49824656
8_1_30,13.64491702,46.49689908
8_1_31,13.64491702,46.49689908
8_1_31,13.661784,46.49555161
8_1_32,13.661784,46.49555161
8_1_32,13.67865095,46.49420387
8_1_33,13.67865095,46.49420387
8_1_33,13.6955179,46.49285599
8_1_34,13.6955179,46.49285599
8_1_34,13.71238504,46.49151084
8_1_35,13.71238504,46.49151084
8_1_35,13.72927106,46.4904279
8_1_36,13.72927106,46.4904279
8_1_36,13.74615709,46.48934496
8_1_37,13.74615709,46.48934496
8_1_37,13.76304308,46.48826157
8_1_38,13.76304308,46.48826157
8_1_38,13.77992908,46.48717813
8_1_39,13.77992908,46.48717813
8_1_39,13.79676184,46.48548253
8_1_40,13.79676184,46.48548253
8_1_40,13.81358142,46.48363527
8_1_41,13.81358142,46.48363527
8_1_41,13.830401,46.481788
9_1_1,13.601661,46.23335
9_1_1,13.60786435,46.22813987
9_1_2,13.60786435,46.22813987
9_1_2,13.6228235,46.22067869
9_1_3,13.6228235,46.22067869
9_1_3,13.63828657,46.21387311
9_1_4,13.63828657,46.21387311
9_1_4,13.65359096,46.20675778
9_1_5,13.65359096,46.20675778
9_1_5,13.66977496,46.20181928
9_1_6,13.66977496,46.20181928
9_1_6,13.68564008,46.19597236
9_1_7,13.68564008,46.19597236
9_1_7,13.70130111,46.18957464
9_1_8,13.70130111,46.18957464
9_1_8,13.71666673,46.18248885
9_1_9,13.71666673,46.18248885
9_1_9,13.73079405,46.1733722
9_1_10,13.73079405,46.1733722
9_1_10,13.74412997,46.1629576
9_1_11,13.74412997,46.1629576
9_1_11,13.75779863,46.15298494
9_1_12,13.75779863,46.15298494
9_1_12,13.77149391,46.14304764
9_1_13,13.77149391,46.14304764
9_1_13,13.78518919,46.13311035
9_1_14,13.78518919,46.13311035
9_1_14,13.79898057,46.12330741
9_1_15,13.79898057,46.12330741
9_1_15,13.81281013,46.11355784
9_1_16,13.81281013,46.11355784
9_1_16,13.82663977,46.10380839
9_1_17,13.82663977,46.10380839
9_1_17,13.84088176,46.09468462
9_1_18,13.84088176,46.09468462
9_1_18,13.85529472,46.08582024
9_1_19,13.85529472,46.08582024
9_1_19,13.86970768,46.07695586
9_1_20,13.86970768,46.07695586
9_1_20,13.884522,46.06880349
9_1_21,13.884522,46.06880349
9_1_21,13.89956796,46.06106206
9_1_22,13.89956796,46.06106206
9_1_22,13.91461392,46.05332064
9_1_23,13.91461392,46.05332064
9_1_23,13.92965988,46.04557921
9_1_24,13.92965988,46.04557921
9_1_24,13.94453054,46.03751001
9_1_25,13.94453054,46.03751001
9_1_25,13.95932258,46.02929379
9_1_26,13.95932258,46.02929379
9_1_26,13.97411462,46.02107757
9_1_27,13.97411462,46.02107757
9_1_27,13.98890665,46.01286136
9_1_28,13.98890665,46.01286136
9_1_28,14.00376259,46.00476138
9_1_29,14.00376259,46.00476138
9_1_29,14.01862632,45.99667559
9_1_30,14.01862632,45.99667559
9_1_30,14.03349006,45.98858979
9_1_31,14.03349006,45.98858979
9_1_31,14.04835379,45.980504
9_1_32,14.04835379,45.980504
9_1_32,14.06317438,45.97233998
9_1_33,14.06317438,45.97233998
9_1_33,14.07794488,45.96408509
9_1_34,14.07794488,45.96408509
9_1_34,14.09271537,45.95583021
9_1_35,14.09271537,45.95583021
9_1_35,14.10748586,45.94757532
9_1_36,14.10748586,45.94757532
9_1_36,14.12195908,45.93883101
9_1_37,14.12195908,45.93883101
9_1_37,14.13609341,45.9295288
9_1_38,14.13609341,45.9295288
9_1_38,14.15022775,45.92022659
9_1_39,14.15022775,45.92022659
9_1_39,14.16435633,45.91091581
9_1_40,14.16435633,45.91091581
9_1_40,14.17832157,45.90136161
9_1_41,14.17832157,45.90136161
