File,name,group,name,tectonicRegion,id,aValue,bValue,minMag,maxMag,rake,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,dip,upperSeismoDepth,lowerSeismoDepth
source_model_1786,source_model_1786,group1,Western Periadriatic4.4,Active Shallow Crust,4_4_4,2.2,0.8,4,7,150,12.80139228,46.69268656,12.81807579,46.68986324,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1787,source_model_1787,group1,Western Periadriatic4.5,Active Shallow Crust,4_4_5,2.2,0.8,4,7,150,12.81807579,46.68986324,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1788,source_model_1788,group1,Western Periadriatic4.6,Active Shallow Crust,4_4_6,2.2,0.8,4,7,150,12.8347593,46.68703993,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1789,source_model_1789,group1,Western Periadriatic4.7,Active Shallow Crust,4_4_7,2.2,0.8,4,7,150,12.85144281,46.68421661,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1790,source_model_1790,group1,Western Periadriatic4.8,Active Shallow Crust,4_4_8,2.2,0.8,4,7,150,12.86830256,46.68288794,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1791,source_model_1791,group1,Western Periadriatic4.9,Active Shallow Crust,4_4_9,2.2,0.8,4,7,150,12.8851852,46.68175345,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1792,source_model_1792,group1,Western Periadriatic4.10,Active Shallow Crust,4_4_10,2.2,0.8,4,7,150,12.90206784,46.68061895,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1793,source_model_1793,group1,Western Periadriatic4.11,Active Shallow Crust,4_4_11,2.2,0.8,4,7,150,12.91895047,46.67948445,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1794,source_model_1794,group1,Western Periadriatic4.12,Active Shallow Crust,4_4_12,2.2,0.8,4,7,150,12.93583311,46.67834996,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1795,source_model_1795,group1,Western Periadriatic4.13,Active Shallow Crust,4_4_13,2.2,0.8,4,7,150,12.95260562,46.67636547,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1796,source_model_1796,group1,Western Periadriatic4.14,Active Shallow Crust,4_4_14,2.2,0.8,4,7,150,12.96921985,46.67315958,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1797,source_model_1797,group1,Western Periadriatic4.15,Active Shallow Crust,4_4_15,2.2,0.8,4,7,150,12.98583409,46.6699537,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1798,source_model_1798,group1,Western Periadriatic4.16,Active Shallow Crust,4_4_16,2.2,0.8,4,7,150,13.00244833,46.66674781,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1799,source_model_1799,group1,Western Periadriatic4.17,Active Shallow Crust,4_4_17,2.2,0.8,4,7,150,13.01906257,46.66354192,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1800,source_model_1800,group1,Western Periadriatic4.18,Active Shallow Crust,4_4_18,2.2,0.8,4,7,150,13.0356768,46.66033603,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1801,source_model_1801,group1,Western Periadriatic4.19,Active Shallow Crust,4_4_19,2.2,0.8,4,7,150,13.05233401,46.65736389,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1802,source_model_1802,group1,Western Periadriatic4.20,Active Shallow Crust,4_4_20,2.2,0.8,4,7,150,13.06900231,46.65445212,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1803,source_model_1803,group1,Western Periadriatic4.21,Active Shallow Crust,4_4_21,2.2,0.8,4,7,150,13.08567061,46.65154035,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1804,source_model_1804,group1,Western Periadriatic4.22,Active Shallow Crust,4_4_22,2.2,0.8,4,7,150,13.1023389,46.64862858,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1805,source_model_1805,group1,Western Periadriatic4.23,Active Shallow Crust,4_4_23,2.2,0.8,4,7,150,13.1190072,46.64571681,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1806,source_model_1806,group1,Western Periadriatic4.24,Active Shallow Crust,4_4_24,2.2,0.8,4,7,150,13.13569313,46.64291126,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1807,source_model_1807,group1,Western Periadriatic4.25,Active Shallow Crust,4_4_25,2.2,0.8,4,7,150,13.15240868,46.6402843,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1808,source_model_1808,group1,Western Periadriatic4.26,Active Shallow Crust,4_4_26,2.2,0.8,4,7,150,13.16912423,46.63765733,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1809,source_model_1809,group1,Western Periadriatic4.27,Active Shallow Crust,4_4_27,2.2,0.8,4,7,150,13.18583978,46.63503037,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1810,source_model_1810,group1,Western Periadriatic4.28,Active Shallow Crust,4_4_28,2.2,0.8,4,7,150,13.20255533,46.6324034,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1811,source_model_1811,group1,Western Periadriatic4.29,Active Shallow Crust,4_4_29,2.2,0.8,4,7,150,13.21927088,46.62977644,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1812,source_model_1812,group1,Western Periadriatic4.30,Active Shallow Crust,4_4_30,2.2,0.8,4,7,150,13.23598643,46.62714947,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1813,source_model_1813,group1,Western Periadriatic4.31,Active Shallow Crust,4_4_31,2.2,0.8,4,7,150,13.25270199,46.62452251,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1814,source_model_1814,group1,Western Periadriatic4.32,Active Shallow Crust,4_4_32,2.2,0.8,4,7,150,13.26947549,46.62231411,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1815,source_model_1815,group1,Western Periadriatic4.33,Active Shallow Crust,4_4_33,2.2,0.8,4,7,150,13.28627598,46.6203006,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1816,source_model_1816,group1,Western Periadriatic4.34,Active Shallow Crust,4_4_34,2.2,0.8,4,7,150,13.30307646,46.61828708,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1817,source_model_1817,group1,Western Periadriatic4.35,Active Shallow Crust,4_4_35,2.2,0.8,4,7,150,13.31987695,46.61627356,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1818,source_model_1818,group1,Western Periadriatic4.36,Active Shallow Crust,4_4_36,2.2,0.8,4,7,150,13.33667744,46.61426005,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1819,source_model_1819,group1,Western Periadriatic4.37,Active Shallow Crust,4_4_37,2.2,0.8,4,7,150,13.35347792,46.61224653,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1820,source_model_1820,group1,Western Periadriatic4.38,Active Shallow Crust,4_4_38,2.2,0.8,4,7,150,13.37027841,46.61023301,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1821,source_model_1821,group1,Western Periadriatic4.39,Active Shallow Crust,4_4_39,2.2,0.8,4,7,150,13.387067,46.60812952,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,13.45407743,46.59861801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1822,source_model_1822,group1,Western Periadriatic4.40,Active Shallow Crust,4_4_40,2.2,0.8,4,7,150,13.40381361,46.60570843,13.42056022,46.60328734,13.43730683,46.60086626,13.45407743,46.59861801,13.47085034,46.59638638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1823,source_model_1823,group1,Western Periadriatic4.41,Active Shallow Crust,4_4_41,2.2,0.8,4,7,150,13.42056022,46.60328734,13.43730683,46.60086626,13.45407743,46.59861801,13.47085034,46.59638638,13.48762325,46.59415474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1824,source_model_1824,group1,Western Periadriatic4.42,Active Shallow Crust,4_4_42,2.2,0.8,4,7,150,13.43730683,46.60086626,13.45407743,46.59861801,13.47085034,46.59638638,13.48762325,46.59415474,13.50439616,46.5919231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1825,source_model_1825,group1,Western Periadriatic4.43,Active Shallow Crust,4_4_43,2.2,0.8,4,7,150,13.45407743,46.59861801,13.47085034,46.59638638,13.48762325,46.59415474,13.50439616,46.5919231,13.52105027,46.58906629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1826,source_model_1826,group1,Western Periadriatic4.44,Active Shallow Crust,4_4_44,2.2,0.8,4,7,150,13.47085034,46.59638638,13.48762325,46.59415474,13.50439616,46.5919231,13.52105027,46.58906629,13.53747277,46.58499047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1827,source_model_1827,group1,Western Periadriatic4.45,Active Shallow Crust,4_4_45,2.2,0.8,4,7,150,13.48762325,46.59415474,13.50439616,46.5919231,13.52105027,46.58906629,13.53747277,46.58499047,13.55389526,46.58091466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1828,source_model_1828,group1,Western Periadriatic4.46,Active Shallow Crust,4_4_46,2.2,0.8,4,7,150,13.50439616,46.5919231,13.52105027,46.58906629,13.53747277,46.58499047,13.55389526,46.58091466,13.57031776,46.57683885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1829,source_model_1829,group1,Western Periadriatic4.47,Active Shallow Crust,4_4_47,2.2,0.8,4,7,150,13.52105027,46.58906629,13.53747277,46.58499047,13.55389526,46.58091466,13.57031776,46.57683885,13.58674025,46.57276304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1830,source_model_1830,group1,Western Periadriatic4.48,Active Shallow Crust,4_4_48,2.2,0.8,4,7,150,13.53747277,46.58499047,13.55389526,46.58091466,13.57031776,46.57683885,13.58674025,46.57276304,13.60316275,46.56868722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1831,source_model_1831,group1,Western Periadriatic4.49,Active Shallow Crust,4_4_49,2.2,0.8,4,7,150,13.55389526,46.58091466,13.57031776,46.57683885,13.58674025,46.57276304,13.60316275,46.56868722,13.61969633,46.56510538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1832,source_model_1832,group1,Western Periadriatic4.50,Active Shallow Crust,4_4_50,2.2,0.8,4,7,150,13.57031776,46.57683885,13.58674025,46.57276304,13.60316275,46.56868722,13.61969633,46.56510538,13.63628261,46.56175782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1833,source_model_1833,group1,Western Periadriatic4.51,Active Shallow Crust,4_4_51,2.2,0.8,4,7,150,13.58674025,46.57276304,13.60316275,46.56868722,13.61969633,46.56510538,13.63628261,46.56175782,13.65286888,46.55841026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
source_model_1834,source_model_1834,group1,Western Periadriatic4.52,Active Shallow Crust,4_4_52,2.2,0.8,4,7,150,13.60316275,46.56868722,13.61969633,46.56510538,13.63628261,46.56175782,13.65286888,46.55841026,13.66945515,46.55506271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,19
