File,name,group,name,tectonicRegion,id,aValue,bValue,minMag,maxMag,rake,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,dip,upperSeismoDepth,lowerSeismoDepth
source_model_2537,source_model_2537,group1,Tolmin_Idrija5.9,Active Shallow Crust,9_5_9,2.2,0.8,4,6.8,170,13.71666673,46.18248885,13.73079405,46.1733722,13.74412997,46.1629576,13.75779863,46.15298494,13.77149391,46.14304764,13.78518919,46.13311035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2538,source_model_2538,group1,Tolmin_Idrija5.10,Active Shallow Crust,9_5_10,2.2,0.8,4,6.8,170,13.73079405,46.1733722,13.74412997,46.1629576,13.75779863,46.15298494,13.77149391,46.14304764,13.78518919,46.13311035,13.79898057,46.12330741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2539,source_model_2539,group1,Tolmin_Idrija5.11,Active Shallow Crust,9_5_11,2.2,0.8,4,6.8,170,13.74412997,46.1629576,13.75779863,46.15298494,13.77149391,46.14304764,13.78518919,46.13311035,13.79898057,46.12330741,13.81281013,46.11355784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2540,source_model_2540,group1,Tolmin_Idrija5.12,Active Shallow Crust,9_5_12,2.2,0.8,4,6.8,170,13.75779863,46.15298494,13.77149391,46.14304764,13.78518919,46.13311035,13.79898057,46.12330741,13.81281013,46.11355784,13.82663977,46.10380839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2541,source_model_2541,group1,Tolmin_Idrija5.13,Active Shallow Crust,9_5_13,2.2,0.8,4,6.8,170,13.77149391,46.14304764,13.78518919,46.13311035,13.79898057,46.12330741,13.81281013,46.11355784,13.82663977,46.10380839,13.84088176,46.09468462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2542,source_model_2542,group1,Tolmin_Idrija5.14,Active Shallow Crust,9_5_14,2.2,0.8,4,6.8,170,13.78518919,46.13311035,13.79898057,46.12330741,13.81281013,46.11355784,13.82663977,46.10380839,13.84088176,46.09468462,13.85529472,46.08582024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2543,source_model_2543,group1,Tolmin_Idrija5.15,Active Shallow Crust,9_5_15,2.2,0.8,4,6.8,170,13.79898057,46.12330741,13.81281013,46.11355784,13.82663977,46.10380839,13.84088176,46.09468462,13.85529472,46.08582024,13.86970768,46.07695586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2544,source_model_2544,group1,Tolmin_Idrija5.16,Active Shallow Crust,9_5_16,2.2,0.8,4,6.8,170,13.81281013,46.11355784,13.82663977,46.10380839,13.84088176,46.09468462,13.85529472,46.08582024,13.86970768,46.07695586,13.884522,46.06880349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2545,source_model_2545,group1,Tolmin_Idrija5.17,Active Shallow Crust,9_5_17,2.2,0.8,4,6.8,170,13.82663977,46.10380839,13.84088176,46.09468462,13.85529472,46.08582024,13.86970768,46.07695586,13.884522,46.06880349,13.89956796,46.06106206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2546,source_model_2546,group1,Tolmin_Idrija5.18,Active Shallow Crust,9_5_18,2.2,0.8,4,6.8,170,13.84088176,46.09468462,13.85529472,46.08582024,13.86970768,46.07695586,13.884522,46.06880349,13.89956796,46.06106206,13.91461392,46.05332064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2547,source_model_2547,group1,Tolmin_Idrija5.19,Active Shallow Crust,9_5_19,2.2,0.8,4,6.8,170,13.85529472,46.08582024,13.86970768,46.07695586,13.884522,46.06880349,13.89956796,46.06106206,13.91461392,46.05332064,13.92965988,46.04557921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2548,source_model_2548,group1,Tolmin_Idrija5.20,Active Shallow Crust,9_5_20,2.2,0.8,4,6.8,170,13.86970768,46.07695586,13.884522,46.06880349,13.89956796,46.06106206,13.91461392,46.05332064,13.92965988,46.04557921,13.94453054,46.03751001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2549,source_model_2549,group1,Tolmin_Idrija5.21,Active Shallow Crust,9_5_21,2.2,0.8,4,6.8,170,13.884522,46.06880349,13.89956796,46.06106206,13.91461392,46.05332064,13.92965988,46.04557921,13.94453054,46.03751001,13.95932258,46.02929379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2550,source_model_2550,group1,Tolmin_Idrija5.22,Active Shallow Crust,9_5_22,2.2,0.8,4,6.8,170,13.89956796,46.06106206,13.91461392,46.05332064,13.92965988,46.04557921,13.94453054,46.03751001,13.95932258,46.02929379,13.97411462,46.02107757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2551,source_model_2551,group1,Tolmin_Idrija5.23,Active Shallow Crust,9_5_23,2.2,0.8,4,6.8,170,13.91461392,46.05332064,13.92965988,46.04557921,13.94453054,46.03751001,13.95932258,46.02929379,13.97411462,46.02107757,13.98890665,46.01286136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2552,source_model_2552,group1,Tolmin_Idrija5.24,Active Shallow Crust,9_5_24,2.2,0.8,4,6.8,170,13.92965988,46.04557921,13.94453054,46.03751001,13.95932258,46.02929379,13.97411462,46.02107757,13.98890665,46.01286136,14.00376259,46.00476138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2553,source_model_2553,group1,Tolmin_Idrija5.25,Active Shallow Crust,9_5_25,2.2,0.8,4,6.8,170,13.94453054,46.03751001,13.95932258,46.02929379,13.97411462,46.02107757,13.98890665,46.01286136,14.00376259,46.00476138,14.01862632,45.99667559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2554,source_model_2554,group1,Tolmin_Idrija5.26,Active Shallow Crust,9_5_26,2.2,0.8,4,6.8,170,13.95932258,46.02929379,13.97411462,46.02107757,13.98890665,46.01286136,14.00376259,46.00476138,14.01862632,45.99667559,14.03349006,45.98858979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2555,source_model_2555,group1,Tolmin_Idrija5.27,Active Shallow Crust,9_5_27,2.2,0.8,4,6.8,170,13.97411462,46.02107757,13.98890665,46.01286136,14.00376259,46.00476138,14.01862632,45.99667559,14.03349006,45.98858979,14.04835379,45.980504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2556,source_model_2556,group1,Tolmin_Idrija5.28,Active Shallow Crust,9_5_28,2.2,0.8,4,6.8,170,13.98890665,46.01286136,14.00376259,46.00476138,14.01862632,45.99667559,14.03349006,45.98858979,14.04835379,45.980504,14.06317438,45.97233998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2557,source_model_2557,group1,Tolmin_Idrija5.29,Active Shallow Crust,9_5_29,2.2,0.8,4,6.8,170,14.00376259,46.00476138,14.01862632,45.99667559,14.03349006,45.98858979,14.04835379,45.980504,14.06317438,45.97233998,14.07794488,45.96408509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2558,source_model_2558,group1,Tolmin_Idrija5.30,Active Shallow Crust,9_5_30,2.2,0.8,4,6.8,170,14.01862632,45.99667559,14.03349006,45.98858979,14.04835379,45.980504,14.06317438,45.97233998,14.07794488,45.96408509,14.09271537,45.95583021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2559,source_model_2559,group1,Tolmin_Idrija5.31,Active Shallow Crust,9_5_31,2.2,0.8,4,6.8,170,14.03349006,45.98858979,14.04835379,45.980504,14.06317438,45.97233998,14.07794488,45.96408509,14.09271537,45.95583021,14.10748586,45.94757532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2560,source_model_2560,group1,Tolmin_Idrija5.32,Active Shallow Crust,9_5_32,2.2,0.8,4,6.8,170,14.04835379,45.980504,14.06317438,45.97233998,14.07794488,45.96408509,14.09271537,45.95583021,14.10748586,45.94757532,14.12195908,45.93883101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2561,source_model_2561,group1,Tolmin_Idrija5.33,Active Shallow Crust,9_5_33,2.2,0.8,4,6.8,170,14.06317438,45.97233998,14.07794488,45.96408509,14.09271537,45.95583021,14.10748586,45.94757532,14.12195908,45.93883101,14.13609341,45.9295288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2562,source_model_2562,group1,Tolmin_Idrija5.34,Active Shallow Crust,9_5_34,2.2,0.8,4,6.8,170,14.07794488,45.96408509,14.09271537,45.95583021,14.10748586,45.94757532,14.12195908,45.93883101,14.13609341,45.9295288,14.15022775,45.92022659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2563,source_model_2563,group1,Tolmin_Idrija5.35,Active Shallow Crust,9_5_35,2.2,0.8,4,6.8,170,14.09271537,45.95583021,14.10748586,45.94757532,14.12195908,45.93883101,14.13609341,45.9295288,14.15022775,45.92022659,14.16435633,45.91091581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2564,source_model_2564,group1,Tolmin_Idrija5.36,Active Shallow Crust,9_5_36,2.2,0.8,4,6.8,170,14.10748586,45.94757532,14.12195908,45.93883101,14.13609341,45.9295288,14.15022775,45.92022659,14.16435633,45.91091581,14.17832157,45.90136161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2565,source_model_2565,group1,Tolmin_Idrija5.37,Active Shallow Crust,9_5_37,2.2,0.8,4,6.8,170,14.12195908,45.93883101,14.13609341,45.9295288,14.15022775,45.92022659,14.16435633,45.91091581,14.17832157,45.90136161,14.19228681,45.89180741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2566,source_model_2566,group1,Tolmin_Idrija5.38,Active Shallow Crust,9_5_38,2.2,0.8,4,6.8,170,14.13609341,45.9295288,14.15022775,45.92022659,14.16435633,45.91091581,14.17832157,45.90136161,14.19228681,45.89180741,14.20625205,45.88225322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2567,source_model_2567,group1,Tolmin_Idrija5.39,Active Shallow Crust,9_5_39,2.2,0.8,4,6.8,170,14.15022775,45.92022659,14.16435633,45.91091581,14.17832157,45.90136161,14.19228681,45.89180741,14.20625205,45.88225322,14.21981091,45.87218382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2568,source_model_2568,group1,Tolmin_Idrija5.40,Active Shallow Crust,9_5_40,2.2,0.8,4,6.8,170,14.16435633,45.91091581,14.17832157,45.90136161,14.19228681,45.89180741,14.20625205,45.88225322,14.21981091,45.87218382,14.23235494,45.86082785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2569,source_model_2569,group1,Tolmin_Idrija5.41,Active Shallow Crust,9_5_41,2.2,0.8,4,6.8,170,14.17832157,45.90136161,14.19228681,45.89180741,14.20625205,45.88225322,14.21981091,45.87218382,14.23235494,45.86082785,14.24489897,45.84947189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2570,source_model_2570,group1,Tolmin_Idrija5.42,Active Shallow Crust,9_5_42,2.2,0.8,4,6.8,170,14.19228681,45.89180741,14.20625205,45.88225322,14.21981091,45.87218382,14.23235494,45.86082785,14.24489897,45.84947189,14.257443,45.83811592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2571,source_model_2571,group1,Tolmin_Idrija5.43,Active Shallow Crust,9_5_43,2.2,0.8,4,6.8,170,14.20625205,45.88225322,14.21981091,45.87218382,14.23235494,45.86082785,14.24489897,45.84947189,14.257443,45.83811592,14.27006923,45.82685147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2572,source_model_2572,group1,Tolmin_Idrija5.44,Active Shallow Crust,9_5_44,2.2,0.8,4,6.8,170,14.21981091,45.87218382,14.23235494,45.86082785,14.24489897,45.84947189,14.257443,45.83811592,14.27006923,45.82685147,14.28270008,45.81559215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2573,source_model_2573,group1,Tolmin_Idrija5.45,Active Shallow Crust,9_5_45,2.2,0.8,4,6.8,170,14.23235494,45.86082785,14.24489897,45.84947189,14.257443,45.83811592,14.27006923,45.82685147,14.28270008,45.81559215,14.29533092,45.80433282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2574,source_model_2574,group1,Tolmin_Idrija5.46,Active Shallow Crust,9_5_46,2.2,0.8,4,6.8,170,14.24489897,45.84947189,14.257443,45.83811592,14.27006923,45.82685147,14.28270008,45.81559215,14.29533092,45.80433282,14.30809896,45.79323098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2575,source_model_2575,group1,Tolmin_Idrija5.47,Active Shallow Crust,9_5_47,2.2,0.8,4,6.8,170,14.257443,45.83811592,14.27006923,45.82685147,14.28270008,45.81559215,14.29533092,45.80433282,14.30809896,45.79323098,14.32098331,45.78226266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2576,source_model_2576,group1,Tolmin_Idrija5.48,Active Shallow Crust,9_5_48,2.2,0.8,4,6.8,170,14.27006923,45.82685147,14.28270008,45.81559215,14.29533092,45.80433282,14.30809896,45.79323098,14.32098331,45.78226266,14.33386765,45.77129433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2577,source_model_2577,group1,Tolmin_Idrija5.49,Active Shallow Crust,9_5_49,2.2,0.8,4,6.8,170,14.28270008,45.81559215,14.29533092,45.80433282,14.30809896,45.79323098,14.32098331,45.78226266,14.33386765,45.77129433,14.346752,45.760326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,14
source_model_2578,source_model_2578,group1,Stol5.1,Active Shallow Crust,10_5_1,2.2,0.8,4,6,130,13.428743,46.27709,13.4453617,46.27390731,13.4619804,46.27072463,13.47859916,46.26754231,13.49521795,46.26436007,13.51169372,46.26053596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,7
source_model_2579,source_model_2579,group1,Stol5.2,Active Shallow Crust,10_5_2,2.2,0.8,4,6,130,13.4453617,46.27390731,13.4619804,46.27072463,13.47859916,46.26754231,13.49521795,46.26436007,13.51169372,46.26053596,13.52809149,46.25636179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,7
source_model_2580,source_model_2580,group1,Stol5.3,Active Shallow Crust,10_5_3,2.2,0.8,4,6,130,13.4619804,46.27072463,13.47859916,46.26754231,13.49521795,46.26436007,13.51169372,46.26053596,13.52809149,46.25636179,13.54448924,46.25218756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,7
source_model_2581,source_model_2581,group1,Stol5.4,Active Shallow Crust,10_5_4,2.2,0.8,4,6,130,13.47859916,46.26754231,13.49521795,46.26436007,13.51169372,46.26053596,13.52809149,46.25636179,13.54448924,46.25218756,13.56088699,46.24801328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,7
source_model_2582,source_model_2582,group1,Stol5.5,Active Shallow Crust,10_5_5,2.2,0.8,4,6,130,13.49521795,46.26436007,13.51169372,46.26053596,13.52809149,46.25636179,13.54448924,46.25218756,13.56088699,46.24801328,13.5772536,46.24372163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,7
source_model_2583,source_model_2583,group1,Stol5.6,Active Shallow Crust,10_5_6,2.2,0.8,4,6,130,13.51169372,46.26053596,13.52809149,46.25636179,13.54448924,46.25218756,13.56088699,46.24801328,13.5772536,46.24372163,13.59356447,46.23921986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,7
